user_id,name,email,cluster_id
86,"Wisatawan #86",user86@nusawisata.id,2
87,"Wisatawan #87",user87@nusawisata.id,1
88,"Wisatawan #88",user88@nusawisata.id,3
89,"Wisatawan #89",user89@nusawisata.id,1
90,"Wisatawan #90",user90@nusawisata.id,1
91,"Wisatawan #91",user91@nusawisata.id,2
92,"Wisatawan #92",user92@nusawisata.id,2
93,"Wisatawan #93",user93@nusawisata.id,1
94,"Wisatawan #94",user94@nusawisata.id,1
95,"Wisatawan #95",user95@nusawisata.id,3
96,"Wisatawan #96",user96@nusawisata.id,2
97,"Wisatawan #97",user97@nusawisata.id,2
98,"Wisatawan #98",user98@nusawisata.id,2
99,"Wisatawan #99",user99@nusawisata.id,3
100,"Wisatawan #100",user100@nusawisata.id,1
101,"Wisatawan #101",user101@nusawisata.id,2
102,"Wisatawan #102",user102@nusawisata.id,2
103,"Wisatawan #103",user103@nusawisata.id,2
104,"Wisatawan #104",user104@nusawisata.id,2
105,"Wisatawan #105",user105@nusawisata.id,1
106,"Wisatawan #106",user106@nusawisata.id,3
107,"Wisatawan #107",user107@nusawisata.id,2
108,"Wisatawan #108",user108@nusawisata.id,3
109,"Wisatawan #109",user109@nusawisata.id,2
110,"Wisatawan #110",user110@nusawisata.id,2
111,"Wisatawan #111",user111@nusawisata.id,2
112,"Wisatawan #112",user112@nusawisata.id,2
113,"Wisatawan #113",user113@nusawisata.id,2
114,"Wisatawan #114",user114@nusawisata.id,2
115,"Wisatawan #115",user115@nusawisata.id,1
116,"Wisatawan #116",user116@nusawisata.id,1
117,"Wisatawan #117",user117@nusawisata.id,2
118,"Wisatawan #118",user118@nusawisata.id,1
119,"Wisatawan #119",user119@nusawisata.id,1
120,"Wisatawan #120",user120@nusawisata.id,1
121,"Wisatawan #121",user121@nusawisata.id,2
122,"Wisatawan #122",user122@nusawisata.id,1
123,"Wisatawan #123",user123@nusawisata.id,2
124,"Wisatawan #124",user124@nusawisata.id,2
125,"Wisatawan #125",user125@nusawisata.id,2
126,"Wisatawan #126",user126@nusawisata.id,2
127,"Wisatawan #127",user127@nusawisata.id,1
128,"Wisatawan #128",user128@nusawisata.id,3
129,"Wisatawan #129",user129@nusawisata.id,1
130,"Wisatawan #130",user130@nusawisata.id,2
131,"Wisatawan #131",user131@nusawisata.id,3
132,"Wisatawan #132",user132@nusawisata.id,3
133,"Wisatawan #133",user133@nusawisata.id,2
134,"Wisatawan #134",user134@nusawisata.id,2
135,"Wisatawan #135",user135@nusawisata.id,1
136,"Wisatawan #136",user136@nusawisata.id,1
137,"Wisatawan #137",user137@nusawisata.id,1
138,"Wisatawan #138",user138@nusawisata.id,3
139,"Wisatawan #139",user139@nusawisata.id,2
140,"Wisatawan #140",user140@nusawisata.id,2
141,"Wisatawan #141",user141@nusawisata.id,1
142,"Wisatawan #142",user142@nusawisata.id,2
143,"Wisatawan #143",user143@nusawisata.id,2
144,"Wisatawan #144",user144@nusawisata.id,2
145,"Wisatawan #145",user145@nusawisata.id,1
146,"Wisatawan #146",user146@nusawisata.id,1
147,"Wisatawan #147",user147@nusawisata.id,2
148,"Wisatawan #148",user148@nusawisata.id,3
149,"Wisatawan #149",user149@nusawisata.id,2
150,"Wisatawan #150",user150@nusawisata.id,3
151,"Wisatawan #151",user151@nusawisata.id,2
152,"Wisatawan #152",user152@nusawisata.id,1
153,"Wisatawan #153",user153@nusawisata.id,2
154,"Wisatawan #154",user154@nusawisata.id,2
155,"Wisatawan #155",user155@nusawisata.id,2
156,"Wisatawan #156",user156@nusawisata.id,2
157,"Wisatawan #157",user157@nusawisata.id,1
158,"Wisatawan #158",user158@nusawisata.id,1
159,"Wisatawan #159",user159@nusawisata.id,1
160,"Wisatawan #160",user160@nusawisata.id,2
161,"Wisatawan #161",user161@nusawisata.id,2
162,"Wisatawan #162",user162@nusawisata.id,3
163,"Wisatawan #163",user163@nusawisata.id,3
164,"Wisatawan #164",user164@nusawisata.id,2
165,"Wisatawan #165",user165@nusawisata.id,1
166,"Wisatawan #166",user166@nusawisata.id,2
167,"Wisatawan #167",user167@nusawisata.id,1
168,"Wisatawan #168",user168@nusawisata.id,1
169,"Wisatawan #169",user169@nusawisata.id,2
170,"Wisatawan #170",user170@nusawisata.id,2
171,"Wisatawan #171",user171@nusawisata.id,2
172,"Wisatawan #172",user172@nusawisata.id,2
173,"Wisatawan #173",user173@nusawisata.id,2
174,"Wisatawan #174",user174@nusawisata.id,2
175,"Wisatawan #175",user175@nusawisata.id,2
176,"Wisatawan #176",user176@nusawisata.id,2
177,"Wisatawan #177",user177@nusawisata.id,2
178,"Wisatawan #178",user178@nusawisata.id,1
179,"Wisatawan #179",user179@nusawisata.id,2
181,"Wisatawan #181",user181@nusawisata.id,2
182,"Wisatawan #182",user182@nusawisata.id,2
183,"Wisatawan #183",user183@nusawisata.id,2
184,"Wisatawan #184",user184@nusawisata.id,2
185,"Wisatawan #185",user185@nusawisata.id,2
186,"Wisatawan #186",user186@nusawisata.id,3
187,"Wisatawan #187",user187@nusawisata.id,1
188,"Wisatawan #188",user188@nusawisata.id,2
189,"Wisatawan #189",user189@nusawisata.id,1
190,"Wisatawan #190",user190@nusawisata.id,2
191,"Wisatawan #191",user191@nusawisata.id,1
192,"Wisatawan #192",user192@nusawisata.id,3
193,"Wisatawan #193",user193@nusawisata.id,1
194,"Wisatawan #194",user194@nusawisata.id,3
195,"Wisatawan #195",user195@nusawisata.id,1
196,"Wisatawan #196",user196@nusawisata.id,1
197,"Wisatawan #197",user197@nusawisata.id,2
198,"Wisatawan #198",user198@nusawisata.id,2
199,"Wisatawan #199",user199@nusawisata.id,1
200,"Wisatawan #200",user200@nusawisata.id,2
201,"Wisatawan #201",user201@nusawisata.id,2
202,"Wisatawan #202",user202@nusawisata.id,3
203,"Wisatawan #203",user203@nusawisata.id,2
204,"Wisatawan #204",user204@nusawisata.id,2
205,"Wisatawan #205",user205@nusawisata.id,1
206,"Wisatawan #206",user206@nusawisata.id,1
207,"Wisatawan #207",user207@nusawisata.id,1
208,"Wisatawan #208",user208@nusawisata.id,2
209,"Wisatawan #209",user209@nusawisata.id,2
210,"Wisatawan #210",user210@nusawisata.id,2
211,"Wisatawan #211",user211@nusawisata.id,3
212,"Wisatawan #212",user212@nusawisata.id,1
213,"Wisatawan #213",user213@nusawisata.id,1
214,"Wisatawan #214",user214@nusawisata.id,1
215,"Wisatawan #215",user215@nusawisata.id,1
216,"Wisatawan #216",user216@nusawisata.id,1
217,"Wisatawan #217",user217@nusawisata.id,2
218,"Wisatawan #218",user218@nusawisata.id,2
219,"Wisatawan #219",user219@nusawisata.id,3
220,"Wisatawan #220",user220@nusawisata.id,1
221,"Wisatawan #221",user221@nusawisata.id,1
222,"Wisatawan #222",user222@nusawisata.id,2
223,"Wisatawan #223",user223@nusawisata.id,2
224,"Wisatawan #224",user224@nusawisata.id,2
225,"Wisatawan #225",user225@nusawisata.id,3
226,"Wisatawan #226",user226@nusawisata.id,2
227,"Wisatawan #227",user227@nusawisata.id,3
228,"Wisatawan #228",user228@nusawisata.id,2
229,"Wisatawan #229",user229@nusawisata.id,2
230,"Wisatawan #230",user230@nusawisata.id,3
231,"Wisatawan #231",user231@nusawisata.id,3
232,"Wisatawan #232",user232@nusawisata.id,2
233,"Wisatawan #233",user233@nusawisata.id,2
234,"Wisatawan #234",user234@nusawisata.id,1
235,"Wisatawan #235",user235@nusawisata.id,2
236,"Wisatawan #236",user236@nusawisata.id,1
237,"Wisatawan #237",user237@nusawisata.id,3
238,"Wisatawan #238",user238@nusawisata.id,2
240,"Wisatawan #240",user240@nusawisata.id,2
241,"Wisatawan #241",user241@nusawisata.id,1
242,"Wisatawan #242",user242@nusawisata.id,1
243,"Wisatawan #243",user243@nusawisata.id,2
244,"Wisatawan #244",user244@nusawisata.id,3
245,"Wisatawan #245",user245@nusawisata.id,1
246,"Wisatawan #246",user246@nusawisata.id,2
247,"Wisatawan #247",user247@nusawisata.id,1
248,"Wisatawan #248",user248@nusawisata.id,2
249,"Wisatawan #249",user249@nusawisata.id,1
250,"Wisatawan #250",user250@nusawisata.id,2
251,"Wisatawan #251",user251@nusawisata.id,3
252,"Wisatawan #252",user252@nusawisata.id,1
253,"Wisatawan #253",user253@nusawisata.id,2
254,"Wisatawan #254",user254@nusawisata.id,2
255,"Wisatawan #255",user255@nusawisata.id,2
256,"Wisatawan #256",user256@nusawisata.id,2
257,"Wisatawan #257",user257@nusawisata.id,1
258,"Wisatawan #258",user258@nusawisata.id,2
259,"Wisatawan #259",user259@nusawisata.id,2
260,"Wisatawan #260",user260@nusawisata.id,2
261,"Wisatawan #261",user261@nusawisata.id,2
262,"Wisatawan #262",user262@nusawisata.id,3
263,"Wisatawan #263",user263@nusawisata.id,3
264,"Wisatawan #264",user264@nusawisata.id,1
265,"Wisatawan #265",user265@nusawisata.id,1
266,"Wisatawan #266",user266@nusawisata.id,3
267,"Wisatawan #267",user267@nusawisata.id,1
268,"Wisatawan #268",user268@nusawisata.id,1
269,"Wisatawan #269",user269@nusawisata.id,3
270,"Wisatawan #270",user270@nusawisata.id,1
271,"Wisatawan #271",user271@nusawisata.id,2
272,"Wisatawan #272",user272@nusawisata.id,2
273,"Wisatawan #273",user273@nusawisata.id,3
274,"Wisatawan #274",user274@nusawisata.id,1
275,"Wisatawan #275",user275@nusawisata.id,3
276,"Wisatawan #276",user276@nusawisata.id,3
277,"Wisatawan #277",user277@nusawisata.id,2
278,"Wisatawan #278",user278@nusawisata.id,3
279,"Wisatawan #279",user279@nusawisata.id,1
280,"Wisatawan #280",user280@nusawisata.id,1
281,"Wisatawan #281",user281@nusawisata.id,2
282,"Wisatawan #282",user282@nusawisata.id,2
283,"Wisatawan #283",user283@nusawisata.id,1
284,"Wisatawan #284",user284@nusawisata.id,1
285,"Wisatawan #285",user285@nusawisata.id,1
286,"Wisatawan #286",user286@nusawisata.id,3
287,"Wisatawan #287",user287@nusawisata.id,1
288,"Wisatawan #288",user288@nusawisata.id,2
289,"Wisatawan #289",user289@nusawisata.id,1
290,"Wisatawan #290",user290@nusawisata.id,3
291,"Wisatawan #291",user291@nusawisata.id,2
292,"Wisatawan #292",user292@nusawisata.id,2
293,"Wisatawan #293",user293@nusawisata.id,1
294,"Wisatawan #294",user294@nusawisata.id,2
295,"Wisatawan #295",user295@nusawisata.id,2
296,"Wisatawan #296",user296@nusawisata.id,3
297,"Wisatawan #297",user297@nusawisata.id,2
298,"Wisatawan #298",user298@nusawisata.id,2
299,"Wisatawan #299",user299@nusawisata.id,1
300,"Wisatawan #300",user300@nusawisata.id,1
301,"Wisatawan #301",user301@nusawisata.id,2
302,"Wisatawan #302",user302@nusawisata.id,2
303,"Wisatawan #303",user303@nusawisata.id,1
304,"Wisatawan #304",user304@nusawisata.id,1
305,"Wisatawan #305",user305@nusawisata.id,2
306,"Wisatawan #306",user306@nusawisata.id,3
307,"Wisatawan #307",user307@nusawisata.id,1
308,"Wisatawan #308",user308@nusawisata.id,1
309,"Wisatawan #309",user309@nusawisata.id,2
310,"Wisatawan #310",user310@nusawisata.id,1
311,"Wisatawan #311",user311@nusawisata.id,3
312,"Wisatawan #312",user312@nusawisata.id,1
313,"Wisatawan #313",user313@nusawisata.id,2
314,"Wisatawan #314",user314@nusawisata.id,3
315,"Wisatawan #315",user315@nusawisata.id,2
316,"Wisatawan #316",user316@nusawisata.id,2
317,"Wisatawan #317",user317@nusawisata.id,2
318,"Wisatawan #318",user318@nusawisata.id,2
319,"Wisatawan #319",user319@nusawisata.id,1
320,"Wisatawan #320",user320@nusawisata.id,2
321,"Wisatawan #321",user321@nusawisata.id,2
322,"Wisatawan #322",user322@nusawisata.id,2
323,"Wisatawan #323",user323@nusawisata.id,3
324,"Wisatawan #324",user324@nusawisata.id,1
325,"Wisatawan #325",user325@nusawisata.id,1
326,"Wisatawan #326",user326@nusawisata.id,2
327,"Wisatawan #327",user327@nusawisata.id,2
328,"Wisatawan #328",user328@nusawisata.id,1
329,"Wisatawan #329",user329@nusawisata.id,3
330,"Wisatawan #330",user330@nusawisata.id,1
331,"Wisatawan #331",user331@nusawisata.id,2
332,"Wisatawan #332",user332@nusawisata.id,3
333,"Wisatawan #333",user333@nusawisata.id,2
334,"Wisatawan #334",user334@nusawisata.id,2
335,"Wisatawan #335",user335@nusawisata.id,3
336,"Wisatawan #336",user336@nusawisata.id,2
337,"Wisatawan #337",user337@nusawisata.id,2
338,"Wisatawan #338",user338@nusawisata.id,1
339,"Wisatawan #339",user339@nusawisata.id,1
340,"Wisatawan #340",user340@nusawisata.id,1
341,"Wisatawan #341",user341@nusawisata.id,3
342,"Wisatawan #342",user342@nusawisata.id,2
343,"Wisatawan #343",user343@nusawisata.id,3
344,"Wisatawan #344",user344@nusawisata.id,2
345,"Wisatawan #345",user345@nusawisata.id,2
346,"Wisatawan #346",user346@nusawisata.id,1
347,"Wisatawan #347",user347@nusawisata.id,1
348,"Wisatawan #348",user348@nusawisata.id,2
349,"Wisatawan #349",user349@nusawisata.id,3
350,"Wisatawan #350",user350@nusawisata.id,1
351,"Wisatawan #351",user351@nusawisata.id,3
352,"Wisatawan #352",user352@nusawisata.id,2
353,"Wisatawan #353",user353@nusawisata.id,2
354,"Wisatawan #354",user354@nusawisata.id,3
355,"Wisatawan #355",user355@nusawisata.id,2
356,"Wisatawan #356",user356@nusawisata.id,1
357,"Wisatawan #357",user357@nusawisata.id,1
358,"Wisatawan #358",user358@nusawisata.id,1
359,"Wisatawan #359",user359@nusawisata.id,2
360,"Wisatawan #360",user360@nusawisata.id,3
361,"Wisatawan #361",user361@nusawisata.id,2
362,"Wisatawan #362",user362@nusawisata.id,3
363,"Wisatawan #363",user363@nusawisata.id,1
364,"Wisatawan #364",user364@nusawisata.id,3
365,"Wisatawan #365",user365@nusawisata.id,3
366,"Wisatawan #366",user366@nusawisata.id,3
367,"Wisatawan #367",user367@nusawisata.id,3
368,"Wisatawan #368",user368@nusawisata.id,2
369,"Wisatawan #369",user369@nusawisata.id,2
370,"Wisatawan #370",user370@nusawisata.id,3
371,"Wisatawan #371",user371@nusawisata.id,1
372,"Wisatawan #372",user372@nusawisata.id,1
373,"Wisatawan #373",user373@nusawisata.id,1
374,"Wisatawan #374",user374@nusawisata.id,1
375,"Wisatawan #375",user375@nusawisata.id,1
376,"Wisatawan #376",user376@nusawisata.id,3
377,"Wisatawan #377",user377@nusawisata.id,2
378,"Wisatawan #378",user378@nusawisata.id,1
379,"Wisatawan #379",user379@nusawisata.id,2
380,"Wisatawan #380",user380@nusawisata.id,2
381,"Wisatawan #381",user381@nusawisata.id,2
382,"Wisatawan #382",user382@nusawisata.id,1
383,"Wisatawan #383",user383@nusawisata.id,2
384,"Wisatawan #384",user384@nusawisata.id,1
385,"Wisatawan #385",user385@nusawisata.id,1
386,"Wisatawan #386",user386@nusawisata.id,1
387,"Wisatawan #387",user387@nusawisata.id,1
388,"Wisatawan #388",user388@nusawisata.id,1
389,"Wisatawan #389",user389@nusawisata.id,2
390,"Wisatawan #390",user390@nusawisata.id,2
391,"Wisatawan #391",user391@nusawisata.id,2
392,"Wisatawan #392",user392@nusawisata.id,2
393,"Wisatawan #393",user393@nusawisata.id,1
394,"Wisatawan #394",user394@nusawisata.id,1
395,"Wisatawan #395",user395@nusawisata.id,2
396,"Wisatawan #396",user396@nusawisata.id,1
397,"Wisatawan #397",user397@nusawisata.id,3
398,"Wisatawan #398",user398@nusawisata.id,2
399,"Wisatawan #399",user399@nusawisata.id,2
400,"Wisatawan #400",user400@nusawisata.id,1
